"ID_VICTIMA","FECHA",AÑO,"MES","TRIMESTRE","DIA_SEMANA","HORA","DEPARTAMENTO","JURISDICCION","LUGAR","MOTIVO_APARENTE","TIPO","ARMAREC","PROCESADOS","MENORESCINICIOPROC","ACLARADO","SEXO","EDADCALC","NACIONALIDAD","ANTECEDENTES","ANTECEDENTESPORESTUPEFACIENTES","REL_VICT_AGRES"
"TMO1195140","22.06.2025",2025,"JUNIO","SEGUNDO TRIMESTRE","DOMINGO","24","SALTO","SECCIONAL 4","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","OBJETO PESADO / CONTUNDENTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","50","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","SIN RELACION"
"TMO1263152","22.06.2025",2025,"JUNIO","SEGUNDO TRIMESTRE","DOMINGO","20","CANELONES","SECCIONAL 22","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","CON MENORES C/INICIO PROC.","ACLARADO","HOMBRE","20","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMO1430102","24.06.2025",2025,"JUNIO","SEGUNDO TRIMESTRE","MARTES","15","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","OTROS MOTIVOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","22","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMO1587168","26.06.2025",2025,"JUNIO","SEGUNDO TRIMESTRE","JUEVES","3","MONTEVIDEO","SECCIONAL 18","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","26","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMO1723402","27.06.2025",2025,"JUNIO","SEGUNDO TRIMESTRE","VIERNES","12","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","OBJETO PESADO / CONTUNDENTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","46","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMP11116122","01.05.2025",2025,"MAYO","SEGUNDO TRIMESTRE","JUEVES","17","MALDONADO","SECCIONAL 1","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","52","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","AMIGO/CONOCIDO"
"TMP11138886","01.05.2025",2025,"MAYO","SEGUNDO TRIMESTRE","JUEVES","23","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","23","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","CON ANTECEDENTES","AMIGO/CONOCIDO"
"TMP11235276","02.05.2025",2025,"MAYO","SEGUNDO TRIMESTRE","VIERNES","20","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","21","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMP1136248","21.04.2025",2025,"ABRIL","SEGUNDO TRIMESTRE","LUNES","21","MONTEVIDEO","SECCIONAL 13","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","41","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"TMP11378594","04.05.2025",2025,"MAYO","SEGUNDO TRIMESTRE","DOMINGO","15","SORIANO","SECCIONAL 1","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","44","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMP11452738","05.05.2025",2025,"MAYO","SEGUNDO TRIMESTRE","LUNES","10","DURAZNO","SECCIONAL 1","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","CORTO / PUNZANTE","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","16","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","FAMILIAR"
"TMP21452738","05.05.2025",2025,"MAYO","SEGUNDO TRIMESTRE","LUNES","10","DURAZNO","SECCIONAL 1","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","CORTO / PUNZANTE","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","42","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"TMP1150164","22.04.2025",2025,"ABRIL","SEGUNDO TRIMESTRE","MARTES","1","MALDONADO","SECCIONAL 11","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA PERSONAL / ESTRANGULACION / ASFIXIA / AHOGAMIENTO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","43","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"TMP1159292","22.04.2025",2025,"ABRIL","SEGUNDO TRIMESTRE","MARTES","5","MONTEVIDEO","SECCIONAL 14","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","38","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMP11646176","07.05.2025",2025,"MAYO","SEGUNDO TRIMESTRE","MIERCOLES","1","CANELONES","SECCIONAL 7","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","17","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMP11742874","08.05.2025",2025,"MAYO","SEGUNDO TRIMESTRE","JUEVES","24","MONTEVIDEO","SECCIONAL 12","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","47","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"TMP1220528","20.04.2025",2025,"ABRIL","SEGUNDO TRIMESTRE","DOMINGO","3","RIVERA","SECCIONAL 3","OTROS/SIN DATO","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","30","URUGUAYA","ANTECEDENTES POR DELITOS VIOLENTOS","SIN ANTECEDENTES","SIN RELACION"
"TMP1369852","24.04.2025",2025,"ABRIL","SEGUNDO TRIMESTRE","JUEVES","2","MONTEVIDEO","SECCIONAL 8","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","23","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMP1404390","24.04.2025",2025,"ABRIL","SEGUNDO TRIMESTRE","JUEVES","11","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","31","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMP1493472","24.04.2025",2025,"ABRIL","SEGUNDO TRIMESTRE","JUEVES","12","SORIANO","SECCIONAL 3","RESIDENCIA","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","66","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMP1636174","26.04.2025",2025,"ABRIL","SEGUNDO TRIMESTRE","SABADO","15","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","34","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT11018940","02.03.2025",2025,"MARZO","PRIMER TRIMESTRE","DOMINGO","12","CENTROS CARCELARIOS","SECCIONAL 20","ESTABLECIMIENTO DE RECLUSION","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","OTROS","CORTO / PUNZANTE","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","41","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","CON ANTECEDENTES","AMIGO/CONOCIDO"
"TMT11027676","02.03.2025",2025,"MARZO","PRIMER TRIMESTRE","DOMINGO","18","CENTROS CARCELARIOS","SECCIONAL 20","ESTABLECIMIENTO DE RECLUSION","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","OTRAS ARMAS","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","21","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT11044476","02.03.2025",2025,"MARZO","PRIMER TRIMESTRE","DOMINGO","22","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","26","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT11056530","03.03.2025",2025,"MARZO","PRIMER TRIMESTRE","LUNES","2","MONTEVIDEO","SECCIONAL 12","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","18","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT21056530","03.03.2025",2025,"MARZO","PRIMER TRIMESTRE","LUNES","2","MONTEVIDEO","SECCIONAL 12","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","19","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT11235310","05.03.2025",2025,"MARZO","PRIMER TRIMESTRE","MIERCOLES","3","MONTEVIDEO","SECCIONAL 1","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","32","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMT1154020","21.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","VIERNES","16","MONTEVIDEO","SECCIONAL 13","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","35","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT11579500","08.03.2025",2025,"MARZO","PRIMER TRIMESTRE","SABADO","3","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","25","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMT11645244","08.03.2025",2025,"MARZO","PRIMER TRIMESTRE","SABADO","22","MONTEVIDEO","SECCIONAL 21","RESIDENCIA","OTROS MOTIVOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","21","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT11652272","07.03.2025",2025,"MARZO","PRIMER TRIMESTRE","VIERNES","21","FLORIDA","SECCIONAL 3","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","67","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","FAMILIAR"
"TMT11703778","09.03.2025",2025,"MARZO","PRIMER TRIMESTRE","DOMINGO","15","ROCHA","SECCIONAL 3","BARES/ CANTINAS/ CLUBES NOCTURNOS Y SIMILARES","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","63","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT1190882","22.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","SABADO","2","MONTEVIDEO","SECCIONAL 18","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","31","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMT1261750","22.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","SABADO","22","MONTEVIDEO","SECCIONAL 21","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","43","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMT1269926","22.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","SABADO","23","RIVERA","SECCIONAL 10","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","69","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT1274630","23.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","DOMINGO","1","MONTEVIDEO","SECCIONAL 15","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","CORTO / PUNZANTE","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","37","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMT1405670","24.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","LUNES","12","MONTEVIDEO","SECCIONAL 18","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","38","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT1462692","24.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","LUNES","23","MONTEVIDEO","SECCIONAL 12","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","OTROS MOTIVOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","36","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","SIN RELACION"
"TMT1474886","25.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","MARTES","1","MONTEVIDEO","SECCIONAL 19","LOCAL COMERCIAL","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","28","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMT1624392","26.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","MIERCOLES","10","MALDONADO","SECCIONAL 12","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","40","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT1644510","26.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","MIERCOLES","16","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","44","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT1704262","27.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","JUEVES","7","PAYSANDU","SECCIONAL 3","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","31","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","CON ANTECEDENTES","PAREJA/EX PAREJA"
"TMT1791776","27.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","JUEVES","23","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","OTRAS ARMAS","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","29","URUGUAYA","ANTECEDENTES POR DELITOS VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMT2791776","27.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","JUEVES","23","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","OTRAS ARMAS","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","MUJER","28","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMT1816346","28.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","VIERNES","4","COLONIA","SECCIONAL 4","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","26","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","AMIGO/CONOCIDO"
"TMT1896510","28.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","VIERNES","23","CANELONES","SECCIONAL 26","RESIDENCIA","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA PERSONAL / ESTRANGULACION / ASFIXIA / AHOGAMIENTO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","62","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT190586","21.02.2025",2025,"FEBRERO","PRIMER TRIMESTRE","VIERNES","3","MONTEVIDEO","SECCIONAL 2","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","22","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMT1960476","01.03.2025",2025,"MARZO","PRIMER TRIMESTRE","SABADO","21","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","24","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMW11010832","21.03.2025",2025,"MARZO","PRIMER TRIMESTRE","VIERNES","19","CANELONES","SECCIONAL 6","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","RAPI?A / HURTO / COPAMIENTO","A MOTOCICLISTA","ARMA DE FUEGO","AUTOR MAYOR FALLECIDO","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","29","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"TMW11057354","22.03.2025",2025,"MARZO","PRIMER TRIMESTRE","SABADO","12","MONTEVIDEO","SECCIONAL 12","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","46","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMW11118282","23.03.2025",2025,"MARZO","PRIMER TRIMESTRE","DOMINGO","4","MALDONADO","SECCIONAL 6","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","24","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMW11186042","24.03.2025",2025,"MARZO","PRIMER TRIMESTRE","LUNES","24","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","MUJER","26","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMW11190270","24.03.2025",2025,"MARZO","PRIMER TRIMESTRE","LUNES","1","MONTEVIDEO","SECCIONAL 17","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","33","URUGUAYA","ANTECEDENTES POR DELITOS VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"TMW11291770","24.03.2025",2025,"MARZO","PRIMER TRIMESTRE","LUNES","22","RIVERA","SECCIONAL 9","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","18","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"TMW11305224","24.03.2025",2025,"MARZO","PRIMER TRIMESTRE","LUNES","22","CANELONES","SECCIONAL 30","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","20","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","AMIGO/CONOCIDO"
